,q0,qa,label,qa_encode,q0_encode
193923,恩辛苦您等待下，20分钟左右有我们的工作人员联系您，辛苦您等待下,您好，对话结束后20分钟左右就会联系您的，辛苦您耐心等待下,1,23345,162959
193928,米色是什么颜色啊！,浅米色是什么颜色,1,204647,65298
193929,网上怎么收废品,在网上怎么收废品啊！,1,109680,160142
193930,这个是什么字体的数字,这个数字字体是什么？,1,141583,125161
193932,求情侣头像，高清大图,求这对情侣头像的高清大图,1,226588,72740
193933,吃什么食物最补血,有什么食物可以补血,1,170549,149356
193934,求原图，动漫！,求动漫名和原图,1,23142,171535
193936,解三角形形高中数学,高中数学解三角形,1,15843,62291
193940,天天酷跑金币怎么换钻石,天天酷跑怎样金币换钻石,1,208365,2519
193944,怎么下载华为升级包,华为升级包怎么下载,1,164784,145333
193945,剑灵什么时候公测,剑灵什么时候公测啊,1,219039,145409
193946,是哪位明星？,他是哪位明星？,1,58181,200971
193947,我的世界光影水反,我的世界光影水反怎么用,1,2015,216047
193948,什么牌子电火锅好,电火锅什么牌子好,1,108606,194121
193951,宽带跟电话问题,电话宽带问题,1,241126,213949
193954,求几部电影或者电视剧,求几部电视剧或电影,1,14424,174464
193958,燃气灶什么牌子好-,什么牌子的燃气灶好？,1,141590,68730
193959,谁送我一张移动充值卡,谁帮我买一张移动充值卡啊,1,125968,155708
193963,这个是什么英文字体？,这个英文字体叫什么,1,139353,141300
193965,现在做什么工作才有前途，,现在做什么工作有前途呢？,1,24972,109356
193969,大家更喜欢李敏镐还是金秀贤？,喜欢金秀贤的多还是李敏镐的多,1,91208,159953
193970,怎样可以使嘴唇红润,怎样让嘴唇变红润,1,56735,8203
193972,大家新年快乐,祝大家新年快乐啊！,1,123825,10826
193975,明星们都是用的什么微博,一般明星用什么微博？,1,233733,174329
193976,为什么足球是世界上的第一运动,足球为什么是世界第一运动？,1,78841,103866
193977,怎样编头发好看图解,怎么扎头发好看图解,1,92810,72085
193979,圣诞节送什么礼物给男朋友呢,圣诞节送什么礼物给男友呢，,1,226005,151228
193980,怎么瘦腰？,怎么可以瘦腰,1,226956,18083
193982,怎么才能打肚子里的蛔虫啊,肚子里有蛔虫怎么治？,1,121486,93865
193983,求公子恒文集,求公子恒全部文的文集,1,142496,17472
193984,您在认证的时候提示身份信息被占用吗？,您是认证的时候提示身份信息被占用了吗？,1,234461,43496
193986,给我推荐几个小游戏,推荐几个小游戏给我吧,1,70764,66672
193989,孕妇逛街(打一成语),孕妇逛街打一成语,1,115861,69279
193990,这是时空猎人的哪个版本,时空猎人这是哪个版本,1,155534,174406
193991,女人为什么爱美？,为什么女人都爱美？,1,223390,11140
193992,铿锵有力是什么意思？,铿锵有力的意思是什么？,1,107426,3127
193996,温州是哪个省的,温州属哪个省,1,3850,25129
193997,胡歌有女友嘛是谁,胡歌女友是谁,1,61092,47268
193998,淘宝淘抢购怎么抢,淘宝里的淘抢购怎么抢…,1,152090,105282
194000,玩游戏用什么电脑好？,玩游戏买什么电脑好,1,206202,102483
194004,毕业那天我们一起失恋,《毕业那天一起失恋》雨阳著,1,59942,148499
194007,妇科炎症吃什么消炎药效果好,妇科炎症吃什么消炎药好?,1,13623,113440
194009,好看的魔幻电影.,魔幻电影哪些好看,1,142488,167093
194010,如何做芭比娃娃的衣服,怎样自己做芭比娃娃的衣服,1,114309,135890
194012,哪个睡眠面膜好呀？,哪种睡眠面膜比较好?,1,225634,234743
194017,明星都是怎么保养皮肤的,明星们是怎么保养皮肤的。,1,213986,161952
194019,如何装修淘宝店铺,怎么装修淘宝店铺呀,1,33330,193534
194022,中秋节的手抄报怎么写,中秋节手抄报的内容怎么写,1,176236,27643
194023,这种头像怎么弄啊？,这种头像怎么弄,1,26153,18757
194025,请问这个是什么字体？,请问这是种什么字体,1,169013,19089
194028,现在什么用播放器看电影比较好?,手机看电影用什么播放器好,1,114808,8983
194030,吃什么食物可以促进血液循环和消肿,有什么食物能促进血液循环的，想得到帮助,1,208822,186704
194033,平板电视哪个牌子好啊,平板电视哪个牌子好？,1,152500,167089
194035,这配置可以玩看门狗吗,我这配置能玩看门狗吗,1,110244,175944
194036,还有一元钱去哪里了,一元钱去哪里了？,1,10180,134473
194037,潍坊哪里最好玩啊？,潍坊哪里最好玩,1,101602,103035
194038,水粉用什么牌子？,水粉什么牌子好？,1,95078,167941
194039,百度贴吧账号怎么申请,怎样申请百度账号,1,238634,165710
194041,英语怎么学好？,英语怎样学好,1,17868,239361
194043,华为手机怎样,华为手机怎么样,1,86459,141737
194045,北京哪有卖猫的,北京哪有卖猫,1,226214,79402
194047,微信链接怎么制作,如何制作微信链接,1,153500,85937
194049,在哪里下载阿里旺旺,哪里下载阿里旺旺,1,155812,95867
194050,粉底液哪个牌子的好,粉底液什么牌子的好,1,119535,31367
194052,榨汁机哪个牌子的好,哪个牌子榨汁机好,1,215159,180443
194054,这边给您推送您输入一下可以吗？,这边给您推送您输入一下，您看可以吗？,1,44667,27983
194058,怎么分辨烟的真假,怎样分辨真假烟,1,181252,19380
194060,哪个银行信用卡最好办,哪个银行好办信用卡,1,29266,158982
194061,怎么避孕最安全一,怎样避孕安全,1,22515,217462
194062,淘宝的免费试用是真的吗？,淘宝免费试用是真的吗？,1,188399,182976
194063,空间说说的空格是怎么打出来的,空间说说空格怎么打,1,6576,230599
194065,奥比岛火龙堂怎么过,奥比岛火龙怎么打,1,47757,140406
194067,我是不是世界上最帅的人,我是不是世界上最帅的,1,178485,74785
194070,我喜欢穿黑色内裤，你们呢，,我喜欢穿黑色的内裤，你们呢,1,65777,177749
194071,月是故乡明前一句是什么？,海上生明月的后一句和月是故乡明的前一句是什么,1,19719,135123
194072,可爱的阿狸图片,阿狸图片，要可爱的,1,180652,117467
194073,怎么查询自己驾照的分数了？,如何查询驾照分数,1,21622,127268
194074,登山包哪个品牌好呢,哪个品牌的登山包好？,1,92657,167247
194080,北海是属于哪个省？,北海属于哪个省的,1,193830,104785
194081,御龙在天怎么刷金子,御龙在天怎么冲金子？,1,55441,48283
194085,什么手机最好用？,什么手机最好，,1,18493,168052
194088,哪位知道这条裤子是什么牌子的？,谁知道这条裤子是什么牌子？,1,75865,192546
194089,什么丰胸产品好,丰胸用什么产品好,1,30481,44693
194090,请问有给您提示失败的原因吗?,请问有给您失败的原因提示吗？,1,4349,80785
194091,哪里批发衣服便宜,批发衣服那里便宜,1,188623,218575
194092,双元音怎么读？,双元音是怎么读的呀,1,118609,127655
194094,上海最近的天气如何,最近上海天气怎么样？,1,40464,165335
194096,睾丸上长疙瘩,睾丸上长了个疙瘩,1,176539,14510
194097,明天银行上班么,明天银行上班吗?,1,131899,207288
194098,图片里的女生是谁啊？,图片上的女人是谁，干什么的,1,25794,15710
194099,烽火戏诸侯的是谁？,烽火戏诸侯的人是谁？,1,8510,52230
194103,闺蜜抢我男朋友。怎么办,我的男朋友被闺蜜抢了,1,107244,147287
194106,为什么梦幻西游进不去今天,为什么我梦幻西游官网进不去,1,45481,166102
194107,谁是大陆最帅的男明星,大陆最帅的男明星是谁!,1,211653,58306
194110,南通副食品批发市场还有哪里有,南通那里要副食品批发市场,1,20141,58543
194111,海信变频空调怎么样啊？,海信变频空调如何,1,65295,157216
194112,可以联机的手机游戏有那些？,又可以联机玩的手机游戏吗？,1,108661,58412
194116,女性三围是指什么,女性三围是指的什么。,1,176117,221662
194117,人生的意义是什么？,人生的意义是什么呢？,1,186701,56096
194118,找一部老的科幻电影,求一部科幻电影！,1,544,34184
194119,您的这个手机号码是支付宝账户的。,这个手机号码是您的支付宝账户的。,1,164908,62946
194120,求这个日本男优名字,这个日本男优的名字叫什么,1,156990,49055
194122,谁知道这部电视剧的名字？,想知道这部电视剧的名字,1,219046,63871
194125,哈士奇有多高,关于哈士奇犬,1,178386,108013
194127,郑州哪有好玩的地方？,郑州好玩的地方,1,165996,87957
194129,指甲油掉到湿衣服上怎么洗,指甲油掉到衣服上了怎么洗,1,30837,35258
194135,男友什么意思啊？,男友什么意思？,1,107677,207891
194136,1代表什么动物,代表什么动物？,1,182966,62202
194137,怎么学好英语,在家怎么学好英语？,1,78763,161907
194139,哪个牌子的面膜补水效果好啊,补水面膜哪个牌子的效果好啊？,1,48939,40914
194141,痊愈是什么意思,痊愈什么意思？,1,206206,106386
194143,长安欧诺和五菱宏光哪个好,五菱宏光和长安欧诺哪个好,1,7314,113240
194144,开瓶器怎么开红酒,如何用开瓶器开红酒,1,94881,145741
194146,表里不一什么生肖,表里不一是什么生肖,1,119593,228120
194147,高考加分问题~,关于高考加分,1,43373,190771
194148,你是我的小丫小苹果,你是我的小阿小苹果,1,190340,223009
194149,在括号里填上动物名称,急！在括号里填上动物的名称,1,106122,25721
194150,灯火辉煌的意思是什么,灯火辉煌什么意思,1,158191,240943
194153,英雄联盟游戏开始后就黑屏,急，玩英雄联盟进游戏黑屏,1,218625,118249
194154,手机怎么改被锁的支付宝密码,在手机上怎么改支付宝密码,1,30379,107053
194156,求个好网站？,求个网站！谁有,1,156619,237275
194158,分手了还能做朋友吗？,分手还能做朋友吗,1,204126,79661
194159,我想贷款需要什么条件?,我想贷款买车都需要什么条件,1,187318,225553
194160,寻找一首中文歌,求这么一首中文歌,1,51745,22684
194162,小破鞋什么意思啊,破鞋什么意思？,1,22514,245160
194164,求《全职高手》同人文包,求全职高手同人文,1,70826,151223
194170,公司取名字,为公司取名字,1,157803,216965
194172,针灸的原理是什么,针灸是什么原理,1,154480,170392
194177,手机双清是什么？,手机双清有什么用？,1,66802,84780
194180,杭州画室怎么样？,杭州胜画室怎么样,1,131300,201408
194181,中国哪里最有钱,中国哪里人有钱,1,169188,160799
194182,美瞳什么牌子好。,这个美瞳是什么牌子的？,1,31327,220601
194183,广州哪里有摘草莓的,在广州哪里可以摘草莓,1,24883,135652
194187,男生头大圆脸适合什么发型,大脸男生适合什么发型。,1,34461,74345
194189,请帮我起个宾馆名字好吗,我想给自己的宾馆起个名字,1,8557,128145
194191,()俯首甘为孺子牛,俯首甘为孺子牛,1,67034,199688
194195,奥特曼剧场版,奥特曼全部剧场版,1,13497,170140
194196,抱歉，这边没有收到，辛苦您重新填写一下,抱歉，您填写的信息我们这边没有检测到，请您重新填写下的，辛苦您了。,1,59256,198356
194198,歇后语老虎挂念珠一（）,老虎挂念珠-（）（歇后语）,1,214167,115794
194199,为什么心情如此低落？,为什么现在心情总是很低落,1,70489,198809
194201,苹果手机有什么缺点,苹果手机有啥缺点,1,150204,227312
194202,世界最大的岛屿？,世界上最大的岛屿,1,187828,6977
194204,怎么运动减肥,如何运动减肥,1,54958,97801
194205,贴吧怎么升级？,贴吧怎么升级啊啊,1,24329,77268
194206,怎样办理支付宝,如何办理支付宝卡,1,119559,182592
194207,大便完了有血是怎么回事,大便里有脓和血是怎么回事,1,104759,231398
194208,你不知道的事伴奏陈永馨,求《你不知道的事》陈永馨伴奏,1,72704,82347
194209,淘宝怎么报名天天特价,淘宝天天特价怎么弄,1,44844,239793
194213,苹果有什么好玩的单机游戏,什么好玩的苹果单机游戏,1,234845,150955
194214,洛阳属哪个省,洛阳是哪个省的,1,243297,193977
194217,最近有什么新的电影和电视剧,最近有什么好电影，电视剧看。,1,228566,55144
194218,过年了，年货卖什么最赚钱,快过年了，卖什么年货能赚钱,1,17447,31875
194219,你们喜欢哪位明星？,最喜欢哪位明星,1,131107,154822
194220,马年纪念币去哪兑换,马年纪念币在哪兑换,1,15844,84702
194223,苹果手机怎么样连接电脑,怎么用苹果手机连接电脑,1,27203,22379
194224,哪个电子词典的品牌比较好,电子词典哪个牌子比较好,1,123042,24904
194226,求此图的高清大图,求此图高清大图。,1,38775,130035
194227,股票意义是什么？,股票的意义是什么？,1,218238,83766
194229,青春痘有什么好方法去除的,用什么方法能去除青春痘，有什么产品比较有效,1,188516,204848
194233,微信密码忘记了怎么办,微信密码忘了怎么办,1,165698,216174
194235,怀孕五个月胎儿,怀孕五个月胎儿有多大,1,53594,171716
194236,急求艺术签名,急求艺术签名：宋海泉,1,160665,132133
194238,火车票代售点,开火车票代售点,1,110734,202459
194243,梦见自己掉进粪坑,关于梦，梦见自己掉进粪坑里,1,109633,17916
